source1_entity_id	candidate_entity_ids
S1-524084751	S2-164121445,S2-195710409,S2-206526608,S2-222979963,S2-230416131,S2-233707254,S2-259137874,S2-279166708,S2-295465603,S2-327358945,S2-367315504,S2-386632090,S2-399018299,S2-409001265,S2-412143035,S2-414640650,S2-421579400,S2-42264647,S2-450451576,S2-468833882,S2-471284169,S2-48537853,S2-487661454,S2-502378016,S2-510314780,S2-51395753,S2-513983055,S2-537125069,S2-548592444,S2-557996746,S2-605501962,S2-636515261,S2-67610619,S2-677445589,S2-680356593,S2-698210318,S2-70158444,S2-727710931,S2-733941294,S2-762430078,S2-763827949,S2-764371625,S2-764455401,S2-764570464,S2-776108614,S2-780547093,S2-806693896,S2-808019216,S2-810167688,S2-849068661,S2-863523059,S2-864258832,S2-868511665,S2-889981495,S2-906933992,S2-930822949,S2-947390623,S2-958520846,S2-985562655,S3-112364714,S3-143273381,S3-161260530,S3-165432605,S3-174036202,S3-185897775,S3-213835616,S3-234039030,S3-234736926,S3-240757396,S3-248326471,S3-25022849,S3-25246144,S3-272539764,S3-282205144,S3-333203035,S3-346227482,S3-354651152,S3-361780861,S3-373622646,S3-405978591,S3-440482645,S3-446153310,S3-45074617,S3-470967888,S3-479225177,S3-498999912,S3-499735645,S3-516761465,S3-532920051,S3-562849849,S3-577195301,S3-582942704,S3-587048728,S3-602123673,S3-619105304,S3-638474188,S3-639445268,S3-639795248,S3-644775053,S3-648841733,S3-669756688,S3-68953666,S3-778063366,S3-799568899,S3-811089242,S3-814897633,S3-827217380,S3-852630510,S3-868321467,S3-883914088,S3-89412708,S3-911335590,S3-916380547,S3-93858821,S3-946443220,S3-95939324,S3-964184750,S3-974692977,S3-975921478
S1-408941682	S2-121178832,S2-13335367,S2-140459101,S2-185491939,S2-194034279,S2-19417753,S2-202704022,S2-249963674,S2-251573774,S2-314317780,S2-321559511,S2-352224214,S2-400262516,S2-402560168,S2-440858957,S2-442379267,S2-453647532,S2-458498856,S2-466773872,S2-51113746,S2-527861483,S2-543086165,S2-586626603,S2-594557830,S2-644723501,S2-737762637,S2-766110823,S2-824336574,S2-909465811,S2-960995084,S2-972126428,S2-98296923,S3-155751429,S3-195718192,S3-206836310,S3-285139890,S3-287582952,S3-299918841,S3-349943429,S3-401976049,S3-428071569,S3-433601696,S3-438299883,S3-443144669,S3-547926341,S3-62920376,S3-642910425,S3-647915925,S3-68089048,S3-681683629,S3-685034417,S3-718586890,S3-725531445,S3-759034411,S3-769728854,S3-801405844,S3-847232122,S3-89442356,S3-931777085,S3-967673721
S1-386550076	S2-117440281,S2-155637994,S2-250168979,S2-287343500,S2-291526954,S2-310592027,S2-335353645,S2-403637712,S2-422861049,S2-486694290,S2-504800599,S2-569706895,S2-570432535,S2-577321507,S2-597890029,S2-667342302,S2-709895250,S2-724367916,S2-736411914,S2-831027288,S2-851450543,S2-852127544,S2-878885687,S2-953857311,S2-957086610,S3-132879457,S3-133093604,S3-158996690,S3-165039385,S3-205243661,S3-214660836,S3-232865207,S3-268789949,S3-291421368,S3-293371164,S3-296698862,S3-298015327,S3-340140608,S3-342424390,S3-343879072,S3-395811222,S3-400410906,S3-411452682,S3-485925509,S3-524552567,S3-528088736,S3-551754494,S3-588822094,S3-593591292,S3-650826969,S3-681474487,S3-695612722,S3-707152993,S3-732142636,S3-732795140,S3-733516777,S3-77329533,S3-774295326,S3-799882504,S3-799988394,S3-804997519,S3-819183462,S3-821684016,S3-847943998,S3-866899419
S1-748867572	S2-118875766,S2-142190454,S2-150090208,S2-169777024,S2-18557465,S2-193952876,S2-23465401,S2-272315491,S2-284666815,S2-288381474,S2-292025329,S2-29628731,S2-298499896,S2-312371064,S2-439718765,S2-464320557,S2-503379333,S2-539224471,S2-548525915,S2-573190638,S2-605912419,S2-631220695,S2-636393115,S2-691476717,S2-693825523,S2-731398500,S2-761508252,S2-797739239,S2-816091853,S2-832959781,S2-833757490,S2-8481877,S2-883677973,S2-891689945,S2-894713796,S2-971061365,S3-163214044,S3-179178329,S3-18096391,S3-184038280,S3-19127584,S3-281985627,S3-304839108,S3-332238282,S3-341494805,S3-35564971,S3-378145761,S3-402892389,S3-404870835,S3-433497811,S3-434413127,S3-447949190,S3-448637357,S3-484534511,S3-494996340,S3-528334570,S3-580309019,S3-586761433,S3-590418668,S3-605592760,S3-631081991,S3-652704458,S3-656619113,S3-664601597,S3-665736113,S3-678200717,S3-698298966,S3-726962279,S3-765859129,S3-827676518,S3-85438084,S3-866450926,S3-897508330,S3-917564915,S3-919460607,S3-94717504,S3-968897289,S3-998005988
S1-586802916	S2-1291827,S2-214292269,S2-227528173,S2-294148111,S2-346970078,S2-365454494,S2-44567780,S2-448354119,S2-463583099,S2-477172236,S2-504445324,S2-529234828,S2-537173799,S2-62944019,S2-671454381,S2-6765972,S2-722589032,S2-824842174,S2-83829047,S2-867843414,S2-900379003,S2-901435066,S2-933064002,S2-941068402,S2-956616455,S2-970055378,S2-991180611,S3-106314117,S3-114580271,S3-117509795,S3-150344776,S3-175762194,S3-178727963,S3-190455328,S3-246763893,S3-255726763,S3-256408366,S3-276402649,S3-293296441,S3-3126448,S3-367414779,S3-408392492,S3-415480808,S3-465219070,S3-502489315,S3-512353791,S3-523695038,S3-55456391,S3-614340144,S3-632392003,S3-677317796,S3-677994013,S3-687377127,S3-688822920,S3-69325180,S3-710135825,S3-744180029,S3-748049815,S3-76418464,S3-772363302,S3-792494207,S3-810680795,S3-830317763,S3-841004219,S3-876317807,S3-878873060,S3-879654926,S3-892599765,S3-914266404
S1-843199788	S2-12646753,S2-162809911,S2-198226220,S2-20153393,S2-221689670,S2-264235719,S2-265988328,S2-293008295,S2-31134710,S2-321093021,S2-358855638,S2-361364517,S2-37915948,S2-398576823,S2-425113038,S2-450451576,S2-450721474,S2-471070605,S2-478439612,S2-510314780,S2-543230375,S2-558271124,S2-563944797,S2-571995509,S2-572027759,S2-621535020,S2-621960749,S2-629466393,S2-63212610,S2-638022376,S2-659008083,S2-659469104,S2-673912478,S2-686962323,S2-715888882,S2-773815720,S2-786988846,S2-791732035,S2-84440745,S2-876022592,S2-903050043,S2-908377642,S2-934398537,S2-935813296,S2-942242671,S2-94580943,S2-955174524,S3-113159442,S3-126784135,S3-13692304,S3-162843413,S3-236031788,S3-247453497,S3-248450431,S3-328967427,S3-335681201,S3-36474796,S3-374671456,S3-388808834,S3-428876443,S3-435171628,S3-451208408,S3-45978255,S3-474563277,S3-476280808,S3-488346839,S3-505038458,S3-523629284,S3-533334072,S3-543540905,S3-550644310,S3-574562970,S3-586497664,S3-740251302,S3-745351507,S3-749666703,S3-751644206,S3-769290472,S3-792709284,S3-803702546,S3-840056195,S3-863685005,S3-879559195,S3-897927480,S3-978970499
S1-252570434	S2-122798400,S2-218526638,S2-242514743,S2-287698402,S2-303623888,S2-31859358,S2-331742995,S2-334699467,S2-423704496,S2-448498481,S2-464294353,S2-47394865,S2-480710783,S2-53524575,S2-537173799,S2-556804291,S2-563822314,S2-572010134,S2-57342550,S2-585410334,S2-593944503,S2-633606843,S2-655105736,S2-656280778,S2-669345225,S2-671454381,S2-689768993,S2-764320832,S2-787853458,S2-822449630,S2-847992560,S2-850114536,S2-873735783,S2-886049759,S2-894383038,S2-901435066,S2-906774385,S2-926164954,S2-989163903,S2-997838077,S3-108481120,S3-121597783,S3-130267472,S3-131958995,S3-174860654,S3-199150263,S3-231160208,S3-266156713,S3-29501667,S3-317047386,S3-337541778,S3-370310275,S3-382412826,S3-402172522,S3-404613688,S3-413515326,S3-459567382,S3-480828385,S3-507207011,S3-523476282,S3-581964611,S3-624698782,S3-664812619,S3-671497875,S3-687377127,S3-702637165,S3-720299982,S3-736779430,S3-77470873,S3-778245687,S3-780395818,S3-788042948,S3-79403614,S3-816509045,S3-869674570,S3-874837651,S3-926182231,S3-977268137,S3-980653264
S1-400898759	S2-165977841,S2-168166261,S2-213883587,S2-26772200,S2-269747259,S2-272394007,S2-283831190,S2-2974032,S2-29878311,S2-326167356,S2-347067217,S2-355579218,S2-494724908,S2-506632924,S2-51172764,S2-561199584,S2-568596781,S2-586181990,S2-624543621,S2-635968531,S2-636649553,S2-645369587,S2-653905421,S2-669086589,S2-688461684,S2-691481041,S2-696183753,S2-725913561,S2-732278420,S2-746951680,S2-75249345,S2-768021392,S2-779317538,S2-812324624,S2-817338404,S2-829673170,S2-899796310,S2-930474847,S2-936936294,S3-112210786,S3-15538015,S3-172596129,S3-181058643,S3-188501764,S3-259096978,S3-416046132,S3-426774798,S3-442297075,S3-46299248,S3-509638887,S3-515542573,S3-650449100,S3-672438435,S3-729317914,S3-763142205,S3-771873969,S3-782790612,S3-799639878,S3-806602453,S3-844076761,S3-847302425,S3-853309450,S3-863194310,S3-884931447,S3-886984399,S3-916413466,S3-930374934,S3-939539598,S3-968897289,S3-97261673
S1-92120993	S2-127167766,S2-17288970,S2-183443531,S2-267476618,S2-272348128,S2-27559629,S2-298743570,S2-306430100,S2-333463007,S2-336563181,S2-380444730,S2-398111671,S2-406368945,S2-430605888,S2-466036489,S2-490821141,S2-533054080,S2-543337973,S2-577085797,S2-612036878,S2-636649553,S2-63684993,S2-674474128,S2-842202554,S2-885479471,S2-89140728,S2-915159558,S2-917089438,S2-918473326,S2-957086610,S2-976577942,S2-986233814,S3-105714046,S3-187785405,S3-199958770,S3-232965838,S3-240068375,S3-294886213,S3-321925642,S3-329341323,S3-344634322,S3-350678001,S3-37588737,S3-389110422,S3-421845319,S3-456578501,S3-471490543,S3-496644660,S3-500452745,S3-643607727,S3-683275804,S3-712814373,S3-744781811,S3-78473192,S3-813435809,S3-836956942,S3-854363024,S3-865555337,S3-90647349,S3-910174233,S3-967019653,S3-974592399,S3-975045917,S3-988765793
S1-734475733	S2-126372128,S2-163768752,S2-163851790,S2-199131000,S2-217579928,S2-296553788,S2-304702555,S2-325003243,S2-356104535,S2-384761898,S2-398111671,S2-413009622,S2-424578396,S2-444365234,S2-460314880,S2-466036489,S2-475591344,S2-479129451,S2-53623444,S2-636204273,S2-639485230,S2-64393316,S2-660390669,S2-750130037,S2-794460251,S2-801727450,S2-858254200,S2-901369429,S2-951738010,S2-96559834,S2-967694413,S2-98056880,S2-99815963,S3-121936101,S3-241851959,S3-262986755,S3-276652046,S3-281881400,S3-303143562,S3-318750675,S3-319859873,S3-34941506,S3-352283602,S3-35564971,S3-365553731,S3-37588737,S3-393556355,S3-394349867,S3-419537998,S3-432122214,S3-445245176,S3-490532333,S3-496644660,S3-49979862,S3-521304055,S3-522588809,S3-560147867,S3-583018366,S3-614426959,S3-617123652,S3-626971397,S3-640612462,S3-68085626,S3-688685059,S3-69536652,S3-703087391,S3-742115624,S3-756718022,S3-762773424,S3-76443798,S3-792491090,S3-827394484,S3-868989498,S3-879016224,S3-90556472,S3-907201458,S3-924158204,S3-93468478,S3-938659687,S3-943514484,S3-956874465,S3-980668663
S1-34603018	S2-107217870,S2-110465873,S2-124436884,S2-125093769,S2-135538070,S2-147085251,S2-162466262,S2-18312089,S2-195071485,S2-215880214,S2-217417609,S2-229263827,S2-263542166,S2-267062728,S2-298299906,S2-306021254,S2-308120186,S2-314196784,S2-315544858,S2-354357087,S2-370593485,S2-374514656,S2-384121848,S2-398406191,S2-409001265,S2-444412919,S2-451707263,S2-453724884,S2-45625520,S2-468881596,S2-487661454,S2-489954521,S2-548592444,S2-567160179,S2-570418707,S2-578236428,S2-580261007,S2-582791835,S2-6173479,S2-628153761,S2-642700124,S2-65362385,S2-659689157,S2-680061685,S2-696820544,S2-698930639,S2-702305811,S2-708335557,S2-717474546,S2-752175640,S2-763562140,S2-763827949,S2-764984734,S2-783654262,S2-797757796,S2-839556291,S2-849068661,S2-856953008,S2-861325973,S2-895413674,S2-902966116,S2-925780523,S2-930687881,S2-951950765,S2-972356251,S2-990760079,S3-11942220,S3-123168304,S3-135506976,S3-161893427,S3-162199234,S3-174491994,S3-183943233,S3-195433274,S3-273985870,S3-282158615,S3-297830657,S3-326826072,S3-338845273,S3-3619598,S3-371449099,S3-395046732,S3-397382535,S3-425002410,S3-436775114,S3-438118974,S3-438405137,S3-452353938,S3-453728630,S3-463553600,S3-465151125,S3-476057662,S3-478772588,S3-492401233,S3-499725817,S3-511855897,S3-523427506,S3-529164575,S3-539328272,S3-572999820,S3-57520827,S3-588249082,S3-589832210,S3-60044945,S3-604575230,S3-660104404,S3-662979506,S3-68953666,S3-719017798,S3-724037572,S3-729580036,S3-735766409,S3-749951584,S3-773743207,S3-773819878,S3-785196476,S3-791234728,S3-840614728,S3-862569559,S3-865391170,S3-877695330,S3-892087197,S3-934665306,S3-953260778,S3-990332566,S3-998317620
S1-421140629	S2-108558461,S2-176113524,S2-184792416,S2-185889193,S2-189477861,S2-189821369,S2-190967918,S2-245416735,S2-336314267,S2-344973006,S2-359999327,S2-361433279,S2-36292406,S2-452024092,S2-548526768,S2-647591673,S2-662367325,S2-717741003,S2-746483442,S2-76002383,S2-76684872,S2-801520510,S2-821046977,S2-859958760,S2-867500039,S2-871915738,S2-87238163,S2-94497003,S2-961860714,S2-974780963,S2-999318784,S3-102788938,S3-125059118,S3-125287699,S3-18392679,S3-188489616,S3-196729968,S3-20333455,S3-237065288,S3-256202694,S3-293296441,S3-301534847,S3-303555062,S3-316562261,S3-321391876,S3-324065996,S3-351683971,S3-379138037,S3-401730059,S3-417703810,S3-430156347,S3-436132527,S3-471178365,S3-512059909,S3-52494817,S3-529504723,S3-569122442,S3-629701740,S3-645336503,S3-715139906,S3-770494572,S3-858871234,S3-866382371,S3-871488044,S3-872589250,S3-873207378,S3-874531872,S3-883020125,S3-886850306,S3-90816667,S3-922768829,S3-971614046,S3-972239652,S3-98376267
S1-61939087	S2-132490191,S2-140481620,S2-152466654,S2-230990415,S2-257167232,S2-27682958,S2-299296375,S2-330903422,S2-358520598,S2-359999327,S2-372944789,S2-375590937,S2-383609200,S2-405627689,S2-409370565,S2-421905325,S2-434170203,S2-449812597,S2-465649082,S2-522145854,S2-57565237,S2-63671537,S2-639456855,S2-654828668,S2-715121852,S2-724873575,S2-725373367,S2-756612402,S2-798920285,S2-814689684,S2-881512613,S2-886794092,S2-899013052,S2-909465811,S2-929796726,S2-947313818,S3-119420975,S3-121586918,S3-131721676,S3-148447620,S3-230100035,S3-309315952,S3-346407755,S3-34941506,S3-396024428,S3-429434793,S3-466403313,S3-492716652,S3-522899841,S3-53304743,S3-535933616,S3-537817858,S3-573553097,S3-638993296,S3-641231253,S3-649197742,S3-656046610,S3-69377277,S3-741403272,S3-754054662,S3-76563486,S3-792491090,S3-853309450,S3-881497081,S3-894401000,S3-905060032,S3-925613784
S1-328875820	S2-117375301,S2-133399902,S2-148813218,S2-160221902,S2-16091054,S2-162607342,S2-175763455,S2-201139434,S2-218679455,S2-221142345,S2-22494953,S2-229524690,S2-230395545,S2-233707254,S2-256023643,S2-277321971,S2-27774491,S2-326520804,S2-372947650,S2-405305816,S2-43999783,S2-461433006,S2-516885641,S2-535357414,S2-548033633,S2-585650677,S2-597996369,S2-663383586,S2-715445055,S2-722050639,S2-804616664,S2-806233758,S2-831772790,S2-83298080,S2-879341119,S2-888373512,S2-89213247,S2-932426204,S2-935347509,S2-962600135,S3-112364714,S3-116575160,S3-123165907,S3-129825851,S3-131107882,S3-192678983,S3-206631680,S3-212576532,S3-249666672,S3-294508494,S3-297830657,S3-312188602,S3-340648940,S3-343486153,S3-350750531,S3-379480369,S3-386417737,S3-390924743,S3-415335938,S3-423818660,S3-441793162,S3-458012264,S3-458147276,S3-470967888,S3-484517404,S3-5035633,S3-517053389,S3-521272554,S3-57205060,S3-597078852,S3-609814998,S3-612512649,S3-644589287,S3-6618550,S3-681252967,S3-783292436,S3-794792677,S3-799846673,S3-81271385,S3-844012435,S3-891831435,S3-89412708,S3-896239733,S3-991993487
S1-93843316	S2-109420651,S2-119011500,S2-140738275,S2-140848423,S2-158269797,S2-169885915,S2-221787470,S2-225998272,S2-309579138,S2-344851799,S2-352204337,S2-374741323,S2-417029606,S2-460467570,S2-473076851,S2-477075842,S2-505186857,S2-543337973,S2-54944062,S2-552347195,S2-553685635,S2-56003737,S2-563073,S2-58944336,S2-599508146,S2-641570604,S2-642266846,S2-64522515,S2-69954254,S2-706837186,S2-73412297,S2-776349833,S2-823670356,S2-828709692,S2-835653830,S2-836744522,S2-839706772,S2-919500367,S2-924593933,S2-936957397,S2-937066843,S2-992379304,S2-996953199,S2-99842444,S3-151418204,S3-156099313,S3-224724256,S3-250080216,S3-257517051,S3-260526660,S3-304213036,S3-365631315,S3-409803461,S3-44390347,S3-446557194,S3-458276210,S3-492819576,S3-494410612,S3-526379426,S3-55480489,S3-557169529,S3-558122737,S3-573712094,S3-574589314,S3-578532229,S3-594590240,S3-601658236,S3-701467166,S3-72351455,S3-735136410,S3-742416681,S3-749434807,S3-771970278,S3-774510322,S3-79279747,S3-807887946,S3-816866891,S3-822758304,S3-904326456,S3-906593213,S3-920556048,S3-962189642,S3-962856198
S1-243964430	S2-102009837,S2-124216034,S2-161432924,S2-170387867,S2-212890991,S2-221787470,S2-295398795,S2-301403259,S2-304532588,S2-30922289,S2-352204337,S2-4049488,S2-462431990,S2-4670456,S2-640404176,S2-691017134,S2-697933702,S2-706837186,S2-730865952,S2-75177138,S2-769882724,S2-776996601,S2-805885005,S2-835653830,S2-839706772,S2-869268939,S2-885854918,S2-92136140,S2-922566966,S2-92651258,S2-976053921,S2-991859445,S2-999536874,S3-109580432,S3-111990269,S3-135733324,S3-151418204,S3-190455328,S3-209785909,S3-243421553,S3-244796689,S3-27506675,S3-276389636,S3-293203331,S3-346066166,S3-480566123,S3-518491312,S3-546632912,S3-557169529,S3-576267101,S3-594590240,S3-602303164,S3-657367850,S3-662704706,S3-663677222,S3-701467166,S3-743928992,S3-771970278,S3-807887946,S3-816866891,S3-852756133,S3-997134176
S1-970720582	S2-169717457,S2-171426345,S2-210191497,S2-260724405,S2-278269475,S2-306430100,S2-316382621,S2-325234234,S2-353194294,S2-353587065,S2-363011057,S2-440334251,S2-516727139,S2-562266021,S2-56302622,S2-587165045,S2-603457728,S2-625396496,S2-631485860,S2-657038962,S2-664735357,S2-672502301,S2-673197311,S2-692525816,S2-697807121,S2-700208535,S2-766110823,S2-787573704,S2-791186475,S2-792929142,S2-81151333,S2-825074742,S2-845475707,S2-846007123,S2-861252266,S2-869408739,S2-871769590,S2-880582560,S2-89519941,S2-901378953,S2-930474847,S2-932019484,S2-945543249,S2-955193338,S3-138659898,S3-143985594,S3-180246456,S3-189136314,S3-239233636,S3-240716193,S3-250501477,S3-271456107,S3-301867715,S3-333144040,S3-338151006,S3-356989650,S3-378871668,S3-389140018,S3-408676934,S3-417863204,S3-451824516,S3-503208464,S3-505360272,S3-506367144,S3-556851825,S3-610511550,S3-615407533,S3-632353004,S3-685599646,S3-708261179,S3-71923385,S3-74173234,S3-747398297,S3-751036817,S3-773799110,S3-787510680,S3-810847521,S3-840384639,S3-908686266,S3-925315481,S3-925821872,S3-945092227,S3-949487762,S3-974126747,S3-975881907,S3-999831260
S1-71184815	S2-122798400,S2-137825625,S2-157133082,S2-161911053,S2-169503815,S2-203532020,S2-218526638,S2-228485510,S2-266243650,S2-289550846,S2-34357118,S2-365454494,S2-394585489,S2-410038259,S2-412116548,S2-434897211,S2-471209755,S2-590442180,S2-605950080,S2-622207303,S2-623785759,S2-638817518,S2-642544829,S2-657571777,S2-660390669,S2-67328948,S2-688107202,S2-693884113,S2-700795294,S2-70252627,S2-704156618,S2-709918719,S2-754921211,S2-7885562,S2-795621883,S2-796056399,S2-806153030,S2-839434280,S2-915670819,S2-929520088,S2-937743180,S3-121313897,S3-131189151,S3-137986399,S3-14054909,S3-147711174,S3-160489180,S3-160762254,S3-174860654,S3-184181585,S3-223081834,S3-249620518,S3-256408366,S3-284383702,S3-301036613,S3-301243934,S3-316659375,S3-318377497,S3-414380274,S3-415555497,S3-42356605,S3-449154622,S3-454739569,S3-4580463,S3-46043796,S3-475192756,S3-593487052,S3-628159316,S3-647027547,S3-662142027,S3-728104101,S3-736117903,S3-758901704,S3-76418464,S3-789804857,S3-796774222,S3-855213535,S3-85653264,S3-874541953,S3-878570399,S3-883422015,S3-90026738,S3-953045012,S3-992336892
S1-153485613	S2-10612159,S2-110333113,S2-112894591,S2-112914462,S2-122798400,S2-2251172,S2-242514743,S2-247338541,S2-25043009,S2-287698402,S2-294148111,S2-311330725,S2-331742995,S2-36629105,S2-392610613,S2-392753943,S2-394359818,S2-402163491,S2-431561476,S2-459338571,S2-460979659,S2-467031091,S2-480710783,S2-501301629,S2-509378044,S2-5295697,S2-532946509,S2-550147966,S2-571058179,S2-572010134,S2-57342550,S2-585410334,S2-605950080,S2-646554413,S2-671454381,S2-705124518,S2-70843907,S2-725913561,S2-747880143,S2-804343171,S2-822449630,S2-847992560,S2-850068158,S2-851684046,S2-881978792,S2-901435066,S2-926164954,S2-964624564,S3-108481120,S3-131958995,S3-132879457,S3-146256678,S3-168733158,S3-174860654,S3-251508043,S3-266156713,S3-289347315,S3-29501667,S3-296444583,S3-304839108,S3-318377497,S3-335805645,S3-370310275,S3-379605597,S3-402172522,S3-427380869,S3-442326482,S3-443307873,S3-459567382,S3-46043796,S3-482675935,S3-491966248,S3-500827757,S3-52905766,S3-572277034,S3-579240292,S3-589342278,S3-60794510,S3-620102288,S3-624698782,S3-62487358,S3-647027547,S3-664812619,S3-671497875,S3-687377127,S3-702637165,S3-755925723,S3-770184671,S3-800549082,S3-810680795,S3-816509045,S3-842083806,S3-861477756,S3-86395009,S3-90871336,S3-928215963,S3-977268137
S1-537410650	S2-107360962,S2-148943822,S2-159791470,S2-298730959,S2-300067805,S2-301691015,S2-306492852,S2-314317780,S2-381830694,S2-394590932,S2-440522729,S2-466036489,S2-46796630,S2-491343303,S2-501525613,S2-585519925,S2-58962811,S2-6182325,S2-639844702,S2-646027430,S2-688370998,S2-710852405,S2-77155169,S2-821171431,S2-838272304,S2-847611892,S2-98048646,S3-124646498,S3-148950695,S3-172713559,S3-24174077,S3-266005867,S3-303094357,S3-332787418,S3-355650906,S3-364817782,S3-37729489,S3-385521857,S3-435747562,S3-45333811,S3-53293984,S3-536601950,S3-551004829,S3-569291044,S3-594613696,S3-597275605,S3-632049787,S3-712667029,S3-765215996,S3-83286392,S3-868649926,S3-871471218,S3-901320654,S3-915546371
S1-164081713	S2-12281692,S2-127167766,S2-129424752,S2-135564307,S2-146366457,S2-154679414,S2-17288970,S2-181263230,S2-197488254,S2-230373133,S2-267476618,S2-27559629,S2-298743570,S2-306430100,S2-320022558,S2-336563181,S2-353412345,S2-460449579,S2-466036489,S2-51577918,S2-5356410,S2-543377229,S2-576934324,S2-577085797,S2-582475940,S2-612036878,S2-626773014,S2-636649553,S2-643765455,S2-657153982,S2-669537843,S2-674474128,S2-699321214,S2-704632322,S2-739818063,S2-761431016,S2-828093118,S2-842202554,S2-86251493,S2-890106836,S2-89140728,S2-900805264,S2-917089438,S2-918473326,S2-940155859,S2-957086610,S2-97260074,S2-976577942,S3-105714046,S3-153418208,S3-232965838,S3-257517051,S3-287661031,S3-293482044,S3-321925642,S3-329341323,S3-333285947,S3-350678001,S3-389110422,S3-421845319,S3-442255493,S3-456578501,S3-471490543,S3-472287270,S3-500452745,S3-504945650,S3-61530229,S3-618774492,S3-643607727,S3-680123735,S3-683275804,S3-707385054,S3-712814373,S3-744781811,S3-752056622,S3-769704989,S3-771157597,S3-78473192,S3-799043869,S3-813435809,S3-836956942,S3-854363024,S3-865555337,S3-889432928,S3-896712822,S3-90647349,S3-910174233,S3-914242375,S3-947621347,S3-957776682,S3-965546227,S3-975045917,S3-98129988
S1-614013818	S2-115956749,S2-144010719,S2-217153155,S2-236853424,S2-295398795,S2-334699467,S2-343226413,S2-48490656,S2-593148872,S2-733943092,S2-764320832,S2-868209012,S2-899013052,S3-260788285,S3-285001165,S3-303939088,S3-35130396,S3-429078143,S3-590995040,S3-611856162,S3-686447273,S3-831581600,S3-874837651,S3-878924587,S3-977141681
S1-135251474	S2-112659714,S2-131879162,S2-15573391,S2-176644026,S2-181184985,S2-2207174,S2-225479220,S2-249511951,S2-252516530,S2-283283733,S2-29839348,S2-307706648,S2-308243353,S2-322053301,S2-341924778,S2-343790643,S2-362609249,S2-37915948,S2-380164501,S2-386614153,S2-407692499,S2-409158734,S2-417539103,S2-427162900,S2-451577870,S2-459484503,S2-467397551,S2-468618772,S2-497920603,S2-51555053,S2-539681166,S2-556056519,S2-559195935,S2-585511040,S2-61253037,S2-656787858,S2-660237536,S2-663105957,S2-681684639,S2-73205512,S2-733941294,S2-750217976,S2-753020401,S2-77617110,S2-783812745,S2-787403342,S2-78840233,S2-800233585,S2-843799709,S2-868765547,S2-869123033,S2-878869657,S2-894761114,S2-919835180,S2-932426204,S2-933710746,S2-970522575,S2-979770189,S2-986925315,S3-101401588,S3-103564473,S3-108356029,S3-118280684,S3-162574620,S3-166949745,S3-19733806,S3-200074133,S3-200830171,S3-201026405,S3-248326471,S3-251084901,S3-267675363,S3-276976568,S3-320100714,S3-347584652,S3-363480261,S3-393291817,S3-428216887,S3-439312690,S3-498914640,S3-549980278,S3-559960795,S3-578036088,S3-598893836,S3-614974593,S3-617143408,S3-617571235,S3-618775419,S3-626787205,S3-691844721,S3-728107861,S3-72999449,S3-764794030,S3-803013209,S3-834681756,S3-857166084,S3-870150585,S3-880241712,S3-924358017,S3-924378606,S3-927307110,S3-934468190,S3-94159598
S1-271049848	S2-101661869,S2-123958376,S2-146971879,S2-162597219,S2-172389504,S2-190076068,S2-211221035,S2-26772200,S2-292793798,S2-296589315,S2-324984120,S2-404909141,S2-445791649,S2-497561511,S2-530455006,S2-581254749,S2-598129975,S2-600291733,S2-600577952,S2-613828754,S2-625797360,S2-637698685,S2-660587862,S2-707442966,S2-718148296,S2-747843396,S2-75506572,S2-761508252,S2-774543773,S2-776791013,S2-783005497,S2-844907651,S2-852002544,S2-893673592,S2-92958342,S3-10470233,S3-114353869,S3-119110495,S3-126758686,S3-157424123,S3-161569967,S3-283310384,S3-298089386,S3-305009419,S3-364765038,S3-381563885,S3-389775316,S3-402172522,S3-406535708,S3-410716209,S3-457967401,S3-463280021,S3-499185314,S3-504400913,S3-505143773,S3-507559731,S3-514109725,S3-544982980,S3-553118175,S3-554735935,S3-575897486,S3-59545780,S3-6590826,S3-661642488,S3-707603412,S3-79513128,S3-862221228,S3-904866792,S3-907347094,S3-915377057,S3-987033562
S1-919750282	S2-110333113,S2-145488443,S2-158269797,S2-162818519,S2-16557943,S2-19055173,S2-192857282,S2-214837895,S2-21493091,S2-217842935,S2-240937471,S2-243934599,S2-255338248,S2-281446020,S2-324482807,S2-355977389,S2-42240112,S2-4409287,S2-460979659,S2-477172236,S2-498631977,S2-501301629,S2-565620456,S2-570715630,S2-572010134,S2-658752523,S2-676280381,S2-705124518,S2-723656114,S2-763581580,S2-775979169,S2-796056399,S2-838161675,S2-858316339,S2-868652736,S2-883677973,S2-891882558,S2-897933693,S2-904412198,S2-906774385,S2-935043369,S2-951414308,S3-104917047,S3-128384129,S3-14054909,S3-141401896,S3-160409138,S3-167394513,S3-184791326,S3-206064045,S3-231422148,S3-253169325,S3-289347315,S3-363435812,S3-370310275,S3-409566858,S3-41592555,S3-442326482,S3-448637357,S3-4580463,S3-464184137,S3-46484309,S3-468658814,S3-478421054,S3-478929518,S3-516417565,S3-55456391,S3-569085578,S3-574346927,S3-601321135,S3-615960926,S3-646726988,S3-688680940,S3-715395611,S3-718003554,S3-742350942,S3-744986958,S3-761601577,S3-769253423,S3-785730826,S3-791838826,S3-817026958,S3-851328079,S3-866450926,S3-873526616,S3-874541953,S3-917564915,S3-95168569,S3-993180444
