source1_entity_id	matched_entity_id	source
S1-118839703	S2-380486667	S2
S1-118839703	S3-119098325	S3
S1-118839703	S3-430496477	S3
S1-118839703	S2-892025145	S2
S1-602592142	S3-517586976	S3
S1-602592142	S2-453590374	S2
S1-602592142	S2-200093715	S2
S1-8214021	S3-634437703	S3
S1-8214021	S3-170482621	S3
S1-8214021	S2-815675556	S2
S1-8214021	S3-282162096	S3
S1-434719296	S2-701891242	S2
S1-434719296	S3-636927809	S3
S1-434719296	S2-859747961	S2
S1-683575423	S3-251820853	S3
S1-683575423	S2-370266663	S2
S1-683575423	S2-3389253	S2
S1-683575423	S3-272538967	S3
S1-925278180	S3-665443449	S3
S1-925278180	S2-322021773	S2
S1-135222686	S3-581491729	S3
S1-135222686	S2-796039826	S2
S1-135222686	S3-627844153	S3
S1-135222686	S2-678124351	S2
S1-977886745	S3-132967437	S3
S1-977886745	S3-355293308	S3
S1-977886745	S2-935461317	S2
S1-977886745	S3-665114287	S3
S1-977886745	S2-993255225	S2
S1-228832990	S2-810853622	S2
S1-228832990	S3-536877223	S3
S1-957178365	S3-737161007	S3
S1-736343911	S3-988145747	S3
S1-736343911	S2-720614399	S2
S1-736343911	S3-278940494	S3
S1-736343911	S3-616767145	S3
S1-112265255	S3-72154396	S3
S1-112265255	S2-133822814	S2
S1-112265255	S2-670618631	S2
S1-112265255	S3-798571116	S3
S1-691850663	S2-873070116	S2
S1-691850663	S3-477292808	S3
S1-125627390	S3-634832082	S3
S1-125627390	S2-209176813	S2
S1-125627390	S3-641376499	S3
S1-726677423	S2-943696606	S2
S1-726677423	S2-394922597	S2
S1-726677423	S2-744703094	S2
S1-726677423	S3-78827900	S3
S1-726677423	S3-159670150	S3
S1-11510001	S3-618003271	S3
S1-11510001	S3-446043486	S3
S1-430126073	S2-204476320	S2
S1-430126073	S3-722272473	S3
S1-430126073	S2-641125265	S2
S1-430126073	S3-956144654	S3
S1-430126073	S3-905950836	S3
S1-662347770	S2-676326577	S2
S1-197297436	S3-270437545	S3
S1-197297436	S3-251850493	S3
S1-197297436	S3-392419926	S3
S1-197297436	S2-170560259	S2
S1-197297436	S2-469007465	S2
S1-434819424	S3-889823998	S3
S1-434819424	S3-209659034	S3
S1-504196409	S2-739505483	S2
S1-504196409	S3-876539855	S3
S1-504196409	S2-62101098	S2
S1-504196409	S3-272717334	S3
S1-846265901	S3-493593268	S3
S1-363229329	S2-267640017	S2
S1-363229329	S3-493983126	S3
S1-363229329	S3-580209370	S3
S1-363229329	S2-335645769	S2
S1-363229329	S2-710161534	S2
S1-793735285	S2-45092170	S2
S1-793735285	S2-762098931	S2
S1-793735285	S2-787597575	S2
S1-793735285	S3-901576087	S3
S1-793735285	S2-184959383	S2
S1-123417802	S2-804497548	S2
S1-123417802	S2-953984592	S2
S1-123417802	S2-137864532	S2
S1-123417802	S3-579419972	S3
S1-123417802	S3-652813355	S3
S1-226876322	S2-623378371	S2
S1-226876322	S2-660729779	S2
S1-169094796	S2-314044844	S2
S1-169094796	S3-18614329	S3
S1-169094796	S3-315100850	S3
S1-970220821	S2-473496939	S2
S1-970220821	S3-921308121	S3
S1-970220821	S3-263023967	S3
S1-970220821	S2-69395646	S2
S1-331488652	S2-59566249	S2
S1-331488652	S2-966551526	S2
S1-331488652	S3-149535932	S3
S1-331511342	S2-792912406	S2
S1-331511342	S3-153592010	S3
S1-331511342	S3-647002190	S3
S1-600422499	S3-781499591	S3
S1-600422499	S2-366414262	S2
S1-600422499	S3-500096006	S3
S1-657556498	S3-256545009	S3
S1-657556498	S2-656556488	S2
S1-657556498	S2-903579554	S2
S1-114307063	S2-345419606	S2
S1-114307063	S3-886699862	S3
S1-880777674	S2-654359809	S2
S1-880777674	S3-230952146	S3
S1-880777674	S2-490531890	S2
S1-880777674	S3-700257442	S3
S1-431661595	S3-858232486	S3
S1-431661595	S2-211058105	S2
S1-431661595	S3-105950181	S3
S1-431661595	S3-647479349	S3
S1-431661595	S2-160603293	S2
S1-431661595	S2-257153842	S2
S1-116667426	S3-824921341	S3
S1-116667426	S2-263472565	S2
S1-116667426	S3-107318179	S3
S1-366927546	S3-669013841	S3
S1-366927546	S3-449378800	S3
S1-366927546	S3-804083188	S3
S1-366927546	S3-132161545	S3
S1-537098664	S2-816966918	S2
S1-537098664	S2-671770921	S2
S1-537098664	S3-707401338	S3
S1-537098664	S3-710294770	S3
S1-537098664	S3-394761177	S3
S1-21822651	S3-213471151	S3
S1-21822651	S3-922797746	S3
S1-21822651	S2-952036998	S2
S1-21822651	S3-57643580	S3
S1-21822651	S3-922978259	S3
S1-21822651	S2-733407232	S2
S1-412206685	S3-566680288	S3
S1-412206685	S2-61437506	S2
S1-412206685	S2-472038768	S2
S1-412206685	S2-294564433	S2
S1-412206685	S3-615734383	S3
S1-412206685	S3-433123571	S3
S1-412206685	S2-828469171	S2
S1-130689915	S3-945409725	S3
S1-130689915	S2-855965759	S2
S1-209669739	S2-517008954	S2
S1-209669739	S3-462315460	S3
S1-209669739	S3-960291511	S3
S1-209669739	S3-63461182	S3
S1-209669739	S2-10419116	S2
S1-209669739	S3-893883761	S3
S1-209669739	S2-510071279	S2
S1-980481856	S3-457505674	S3
S1-980481856	S2-491411370	S2
S1-895290364	S2-282295377	S2
S1-895290364	S2-361567391	S2
S1-895290364	S2-746210446	S2
S1-895290364	S3-586800406	S3
S1-886440634	S3-122324004	S3
S1-886440634	S2-411253879	S2
S1-958532028	S2-912909344	S2
S1-958532028	S3-490985758	S3
S1-958532028	S2-504254782	S2
S1-958532028	S2-249925311	S2
S1-96400782	S3-181677622	S3
S1-96400782	S2-127936455	S2
S1-96400782	S3-480142194	S3
S1-402086837	S3-896873447	S3
S1-402086837	S3-824785669	S3
S1-402086837	S2-888086320	S2
S1-402086837	S3-620151182	S3
S1-402086837	S3-74814169	S3
S1-133479118	S2-922712876	S2
S1-133479118	S3-493415409	S3
S1-133479118	S3-403644134	S3
S1-133479118	S3-602673612	S3
S1-133479118	S3-709185163	S3
S1-719669995	S3-899842382	S3
S1-719669995	S3-986160218	S3
S1-719669995	S2-902166995	S2
S1-719669995	S2-347758826	S2
S1-719669995	S3-916959900	S3
S1-719669995	S2-363556854	S2
S1-123375455	S2-616889820	S2
S1-123375455	S2-320934823	S2
S1-123375455	S3-143214262	S3
S1-123375455	S2-120518207	S2
S1-123375455	S3-886005244	S3
S1-123375455	S3-700902829	S3
S1-123375455	S2-683555989	S2
S1-146795545	S3-962706095	S3
S1-146795545	S2-146819157	S2
S1-458973096	S2-184034178	S2
S1-458973096	S2-109519898	S2
S1-458973096	S3-456287795	S3
S1-458973096	S3-663711387	S3
S1-458973096	S2-867807119	S2
S1-458973096	S3-591376369	S3
S1-694493047	S3-614944568	S3
S1-694493047	S2-144609145	S2
S1-318862606	S2-631485860	S2
S1-318862606	S3-708261179	S3
S1-318862606	S3-747398297	S3
S1-211341395	S2-40165100	S2
S1-211341395	S3-725068181	S3
S1-628678938	S2-380074633	S2
S1-628678938	S3-969348326	S3
S1-138331782	S2-589732905	S2
S1-138331782	S2-138416716	S2
S1-138331782	S3-569381993	S3
S1-138331782	S3-356489265	S3
S1-138331782	S2-385377176	S2
S1-435453510	S2-329335553	S2
S1-435453510	S2-448949379	S2
S1-435453510	S3-647724210	S3
S1-435453510	S3-617368584	S3
S1-435453510	S2-544523872	S2
S1-435453510	S2-749679215	S2
S1-435453510	S3-857563577	S3
S1-435453510	S2-927443409	S2
S1-984646074	S3-680752948	S3
S1-984646074	S2-944216047	S2
S1-984646074	S3-676018846	S3
S1-984646074	S2-310729227	S2
S1-984646074	S3-818684663	S3
S1-535340304	S3-416157231	S3
S1-535340304	S2-720765888	S2
S1-535340304	S2-386482950	S2
S1-535340304	S3-509859224	S3
S1-535340304	S3-70206570	S3
S1-314720045	S2-443630709	S2
S1-314720045	S2-74280463	S2
S1-314720045	S3-314037730	S3
S1-314720045	S3-953770250	S3
S1-710434228	S3-387827939	S3
S1-710434228	S2-929411160	S2
S1-710434228	S3-322112476	S3
S1-710434228	S3-344087456	S3
S1-375621255	S2-199630450	S2
S1-375621255	S3-756426123	S3
S1-375621255	S3-855593814	S3
S1-690116594	S3-389287752	S3
S1-690116594	S3-672199871	S3
S1-690116594	S3-74305615	S3
S1-690116594	S2-389611731	S2
S1-847484268	S3-501464670	S3
S1-847484268	S2-24438307	S2
S1-847484268	S3-676240744	S3
S1-847484268	S3-331666985	S3
S1-847484268	S2-80656055	S2
S1-851841181	S3-761071404	S3
S1-53407622	S2-193083847	S2
S1-53407622	S2-147245787	S2
S1-53407622	S3-573573199	S3
S1-53407622	S3-718908440	S3
S1-798705024	S2-700116064	S2
S1-798705024	S3-563181024	S3
S1-292741345	S3-157615679	S3
S1-292741345	S2-793380952	S2
S1-292741345	S2-714694801	S2
S1-892739871	S3-362197035	S3
S1-892739871	S2-487802918	S2
S1-892739871	S3-521282332	S3
S1-844224835	S2-703992997	S2
S1-844224835	S2-898880451	S2
S1-844224835	S3-406879062	S3
S1-844224835	S2-357833085	S2
S1-844224835	S2-71941681	S2
S1-695940996	S3-859978135	S3
S1-695940996	S2-991923139	S2
S1-931835040	S2-560221216	S2
S1-931835040	S3-870690048	S3
S1-931835040	S2-618013818	S2
S1-931835040	S2-991589816	S2
S1-931835040	S3-914533994	S3
S1-202923280	S2-492429739	S2
S1-202923280	S2-819174613	S2
S1-202923280	S3-413082478	S3
S1-202923280	S2-394752369	S2
S1-202923280	S3-473001148	S3
S1-202923280	S2-586677849	S2
S1-202923280	S3-392625991	S3
S1-328974863	S2-622585848	S2
S1-328974863	S3-399281410	S3
S1-328974863	S2-967560794	S2
S1-165232957	S3-893653442	S3
S1-165232957	S3-481185909	S3
S1-665731002	S3-953825515	S3
S1-665731002	S2-561400892	S2
S1-665731002	S3-701580748	S3
S1-750184720	S3-515243867	S3
S1-750184720	S3-605775065	S3
S1-750184720	S2-196253491	S2
S1-750184720	S3-9295409	S3
S1-726475033	S2-828939993	S2
S1-726475033	S2-798345748	S2
S1-726475033	S2-102720520	S2
S1-51279149	S2-534279441	S2
S1-51279149	S3-610056135	S3
S1-51279149	S3-633472822	S3
S1-51279149	S3-500452745	S3
S1-51279149	S2-5356410	S2
S1-1142329	S3-303518095	S3
S1-1142329	S3-49705470	S3
S1-1142329	S2-923609132	S2
S1-1142329	S2-803293665	S2
S1-1142329	S3-859954198	S3
S1-1142329	S2-167600335	S2
S1-627254130	S2-58326564	S2
S1-627254130	S3-640292342	S3
S1-627254130	S2-145481162	S2
S1-627254130	S3-443427205	S3
S1-627254130	S3-548954657	S3
S1-248568460	S2-936841398	S2
S1-248568460	S3-835328659	S3
S1-734432433	S2-796735834	S2
S1-734432433	S3-84014356	S3
S1-734432433	S2-43614302	S2
S1-734432433	S2-59247462	S2
S1-548936776	S3-292779200	S3
S1-548936776	S2-371768304	S2
S1-548936776	S2-449583842	S2
S1-548936776	S3-207977137	S3
S1-214121848	S2-926847333	S2
S1-214121848	S2-333263491	S2
S1-214121848	S3-277384933	S3
S1-214121848	S3-386998082	S3
S1-214121848	S2-355410206	S2
S1-214121848	S3-153453727	S3
S1-535840870	S3-70344709	S3
S1-535840870	S2-532448975	S2
S1-503260283	S2-524419765	S2
S1-503260283	S3-414606677	S3
S1-503260283	S2-810762208	S2
S1-503260283	S2-243313377	S2
S1-379288100	S2-994144235	S2
S1-379288100	S3-374531480	S3
S1-379288100	S2-477566063	S2
S1-379288100	S3-425535062	S3
S1-379288100	S2-620497533	S2
S1-379288100	S3-661907747	S3
S1-908507613	S2-672009184	S2
S1-908507613	S3-647190469	S3
S1-908507613	S3-650760152	S3
S1-908507613	S3-583496868	S3
S1-348229916	S3-864704645	S3
S1-348229916	S3-962616403	S3
S1-348229916	S2-276316796	S2
S1-348229916	S3-739710909	S3
S1-348229916	S2-354857928	S2
S1-600405553	S2-373988343	S2
S1-600405553	S2-666050686	S2
S1-975990843	S2-637320900	S2
S1-975990843	S3-920550710	S3
S1-975990843	S2-635991981	S2
S1-975990843	S2-762835686	S2
S1-975990843	S3-673090235	S3
S1-975990843	S2-11367235	S2
S1-975990843	S3-333348233	S3
S1-975990843	S2-522110230	S2
S1-882544780	S3-208405017	S3
S1-882544780	S3-473310064	S3
S1-882544780	S3-979833501	S3
S1-882544780	S2-33364696	S2
S1-129302015	S3-751863367	S3
S1-129302015	S3-264965770	S3
S1-129302015	S3-748805496	S3
S1-129302015	S2-595858120	S2
S1-987061675	S2-804571949	S2
S1-987061675	S3-280559341	S3
S1-987061675	S3-463973479	S3
S1-818103531	S2-471933130	S2
S1-818103531	S3-470822197	S3
S1-818103531	S2-238204553	S2
S1-818103531	S2-318190128	S2
S1-347000383	S3-804323871	S3
S1-347000383	S3-738674810	S3
S1-347000383	S2-389980705	S2
S1-347000383	S3-311691124	S3
S1-1286274	S2-26845260	S2
S1-1286274	S2-242853065	S2
S1-1286274	S2-36783629	S2
S1-1286274	S2-671845637	S2
S1-619790008	S2-157995270	S2
S1-619790008	S2-926340540	S2
S1-6671057	S3-195593781	S3
S1-6671057	S2-37416027	S2
S1-6671057	S2-260182757	S2
S1-764233701	S3-721469970	S3
S1-764233701	S3-14606138	S3
S1-764233701	S2-832160481	S2
S1-764233701	S3-743839399	S3
S1-764233701	S2-166013096	S2
S1-764233701	S3-966130643	S3
S1-293710756	S2-671095918	S2
S1-58658105	S3-502341026	S3
S1-58658105	S3-254480155	S3
S1-58658105	S3-978371149	S3
S1-58658105	S3-26420719	S3
S1-58658105	S3-701577434	S3
S1-496802315	S2-915252626	S2
S1-496802315	S3-418757166	S3
S1-496802315	S2-371087906	S2
S1-919017414	S2-224597122	S2
S1-919017414	S3-896662106	S3
S1-919017414	S3-643387125	S3
S1-248878924	S2-13768767	S2
S1-248878924	S3-134490502	S3
S1-248878924	S3-138743633	S3
S1-248878924	S3-442985935	S3
S1-248878924	S2-223420479	S2
S1-73335105	S3-39145811	S3
S1-73335105	S3-154345562	S3
S1-73335105	S3-249551468	S3
S1-73335105	S3-318917448	S3
S1-73335105	S3-104793969	S3
S1-73335105	S2-605983615	S2
S1-786807367	S3-20423268	S3
S1-786807367	S2-165447274	S2
S1-786807367	S3-829947252	S3
S1-29295896	S3-194979520	S3
S1-29295896	S2-58655380	S2
S1-29295896	S3-71509116	S3
S1-29295896	S3-742781283	S3
S1-29295896	S3-401132691	S3
S1-29295896	S2-318512343	S2
S1-29295896	S2-878737828	S2
S1-754419607	S2-242238890	S2
S1-754419607	S3-687220953	S3
S1-395446063	S2-523768228	S2
S1-227771883	S2-515165255	S2
S1-227771883	S2-101399137	S2
S1-227771883	S3-665571636	S3
S1-227771883	S3-398942599	S3
S1-227771883	S2-78891451	S2
S1-713416149	S3-245442044	S3
S1-713416149	S3-387563114	S3
S1-713416149	S2-951487367	S2
S1-713416149	S3-744986958	S3
S1-713416149	S2-21493091	S2
S1-713416149	S3-569900257	S3
S1-713416149	S2-647338340	S2
S1-18161371	S2-954937939	S2
S1-18161371	S2-785650157	S2
S1-638179248	S3-861142027	S3
S1-638179248	S3-681024190	S3
S1-638179248	S2-135528587	S2
S1-638179248	S2-690518872	S2
S1-638179248	S2-289826373	S2
S1-638179248	S2-495285826	S2
S1-291834653	S3-781462440	S3
S1-291834653	S2-386891250	S2
S1-291834653	S2-774259902	S2
S1-291834653	S2-627392515	S2
S1-881023547	S2-455953929	S2
S1-881023547	S3-54164818	S3
S1-881023547	S3-457543564	S3
S1-881023547	S3-446379890	S3
S1-881023547	S2-360633734	S2
S1-881023547	S2-690227057	S2
S1-26031483	S2-767819301	S2
S1-26031483	S3-999229769	S3
S1-26031483	S2-899398028	S2
S1-26031483	S2-929482960	S2
S1-26031483	S3-301605801	S3
S1-351653652	S3-455919491	S3
S1-351653652	S2-92584158	S2
S1-832807052	S2-397298716	S2
S1-832807052	S3-475641609	S3
S1-832807052	S2-592961179	S2
S1-832807052	S2-622713906	S2
S1-296237987	S2-116503479	S2
S1-296237987	S2-153307795	S2
S1-296237987	S3-739124653	S3
S1-296237987	S2-641484158	S2
S1-296237987	S3-811620250	S3
S1-33572761	S3-357100199	S3
S1-33572761	S3-844825937	S3
S1-33572761	S3-554471551	S3
S1-33572761	S2-1834540	S2
S1-738869815	S3-21131489	S3
S1-738869815	S2-228177862	S2
S1-738869815	S2-619083005	S2
S1-738869815	S2-816287238	S2
S1-738869815	S2-598802416	S2
S1-175168450	S2-855849152	S2
S1-175168450	S2-610031891	S2
S1-175168450	S3-746860581	S3
S1-259203753	S2-957905068	S2
S1-259203753	S3-893438852	S3
S1-259203753	S2-67097614	S2
S1-996966863	S2-721194052	S2
S1-996966863	S3-842080279	S3
S1-996966863	S3-279978205	S3
S1-996966863	S2-878795478	S2
S1-996966863	S3-597801641	S3
S1-263886043	S2-998751478	S2
S1-263886043	S3-202240679	S3
S1-263886043	S3-272136201	S3
S1-263886043	S3-594036601	S3
S1-263886043	S3-316962428	S3
S1-517627796	S2-64009578	S2
S1-585406002	S2-526878909	S2
S1-585406002	S2-60700616	S2
S1-585406002	S3-643154157	S3
S1-585406002	S3-973062787	S3
S1-171605290	S2-518771012	S2
S1-171605290	S3-424284742	S3
S1-171605290	S3-487592629	S3
S1-576639331	S2-276634490	S2
S1-576639331	S2-681358297	S2
S1-576639331	S3-876057645	S3
S1-455477077	S2-315652326	S2
S1-455477077	S3-911016078	S3
S1-455477077	S3-395262370	S3
S1-455477077	S2-373907831	S2
S1-455477077	S3-605283438	S3
S1-455477077	S2-800842694	S2
S1-307348423	S2-826902341	S2
S1-307348423	S2-375028704	S2
S1-307348423	S3-560379252	S3
S1-307348423	S3-230070316	S3
S1-307348423	S3-996399701	S3
S1-174024048	S3-487522124	S3
S1-174024048	S2-172145108	S2
S1-174024048	S2-217652702	S2
S1-174024048	S3-831523955	S3
S1-682805835	S3-741840651	S3
S1-682805835	S3-638777818	S3
S1-682805835	S2-53415607	S2
S1-682805835	S2-126894105	S2
S1-682805835	S3-232788657	S3
S1-663634463	S2-17325714	S2
S1-663634463	S2-478456589	S2
S1-663634463	S3-474798823	S3
S1-663634463	S3-215819021	S3
S1-663634463	S2-534435551	S2
S1-454769370	S2-463883522	S2
S1-454769370	S2-100103979	S2
S1-454769370	S3-181999167	S3
S1-454769370	S2-300389115	S2
S1-716117717	S3-855624272	S3
S1-716117717	S3-6747286	S3
S1-716117717	S3-127329610	S3
S1-716117717	S2-657110400	S2
S1-716117717	S3-462714702	S3
S1-716117717	S3-802519972	S3
S1-716117717	S2-942063538	S2
S1-701899809	S2-507829536	S2
S1-701899809	S3-579091591	S3
S1-701899809	S2-521422519	S2
S1-701899809	S3-462758932	S3
S1-532237525	S2-17658351	S2
S1-493064466	S2-809135496	S2
S1-493064466	S3-606052211	S3
S1-493064466	S2-724251372	S2
S1-493064466	S3-349113791	S3
S1-493064466	S3-965653056	S3
S1-493064466	S3-677031513	S3
S1-268746083	S2-998410344	S2
S1-268746083	S2-630820194	S2
S1-268746083	S3-632260863	S3
S1-268746083	S2-175312097	S2
S1-268746083	S3-697214826	S3
S1-268746083	S3-151641753	S3
S1-268746083	S3-164552765	S3
S1-300557958	S3-350582829	S3
S1-300557958	S3-536628313	S3
S1-300557958	S3-201096894	S3
S1-300557958	S2-795478574	S2
S1-300557958	S3-326305296	S3
S1-300557958	S3-59672991	S3
S1-300557958	S2-635351005	S2
S1-377014380	S2-335872723	S2
S1-377014380	S2-124639004	S2
S1-377014380	S3-908894849	S3
S1-299748202	S3-530397638	S3
S1-299748202	S3-848526598	S3
S1-299748202	S2-525249842	S2
S1-299748202	S3-865555337	S3
S1-299748202	S3-159636646	S3
S1-299748202	S2-436844992	S2
S1-138884734	S3-557503912	S3
S1-138884734	S2-94284202	S2
S1-138884734	S2-970894931	S2
S1-541574166	S3-734768083	S3
S1-541574166	S3-485343155	S3
S1-541574166	S2-200380885	S2
S1-541574166	S2-958144216	S2
S1-196896192	S3-673243313	S3
S1-569800766	S3-987809692	S3
S1-569800766	S3-244233392	S3
S1-569800766	S2-967888976	S2
S1-569800766	S3-180149462	S3
S1-767934955	S2-222939040	S2
S1-767934955	S3-788159926	S3
S1-838579280	S2-411419621	S2
S1-838579280	S3-181104742	S3
S1-838579280	S2-909338652	S2
S1-838579280	S3-660771386	S3
S1-838579280	S3-349790414	S3
S1-838579280	S3-273513905	S3
S1-838579280	S3-46152980	S3
S1-559387514	S3-772509940	S3
S1-559387514	S3-689178852	S3
S1-559387514	S2-878437801	S2
S1-559387514	S2-451301294	S2
S1-559387514	S2-108052473	S2
S1-835727132	S3-76635255	S3
S1-835727132	S2-910837367	S2
S1-999848705	S2-632919329	S2
S1-957906203	S2-977720807	S2
S1-957906203	S3-227447751	S3
S1-41500719	S2-799234886	S2
S1-41500719	S2-694395684	S2
S1-41500719	S3-629036743	S3
S1-905068683	S2-7826398	S2
S1-905068683	S3-337709335	S3
S1-922338872	S3-893962445	S3
S1-922338872	S3-256110268	S3
S1-922338872	S2-345858324	S2
S1-922338872	S2-170431009	S2
S1-922338872	S2-540878133	S2
S1-970068818	S2-731725338	S2
S1-970068818	S2-942213304	S2
S1-970068818	S3-147505739	S3
S1-970068818	S2-463124469	S2
S1-70461488	S3-240154789	S3
S1-70461488	S2-665109385	S2
S1-70461488	S2-947679696	S2
S1-47874709	S2-356540907	S2
S1-47874709	S3-109770355	S3
S1-47874709	S3-83269707	S3
S1-605340665	S3-835696575	S3
S1-605340665	S2-488316674	S2
S1-605340665	S3-167093983	S3
S1-605340665	S3-774264294	S3
S1-199923119	S2-439973702	S2
S1-199923119	S3-9004723	S3
S1-199923119	S3-269230299	S3
S1-199923119	S2-642520176	S2
S1-199923119	S2-627158185	S2
S1-326440780	S3-220914885	S3
S1-326440780	S2-368648242	S2
S1-326440780	S2-448681320	S2
S1-326440780	S3-122175458	S3
S1-326440780	S2-775271126	S2
S1-326440780	S2-99045732	S2
S1-718946143	S3-825410184	S3
S1-718946143	S3-363063459	S3
S1-718946143	S2-395335229	S2
S1-718946143	S2-953197343	S2
S1-718946143	S2-483119961	S2
S1-364640465	S2-521436338	S2
S1-364640465	S3-34683564	S3
S1-364640465	S2-89787158	S2
S1-364640465	S2-628283	S2
S1-364640465	S2-578940944	S2
S1-177177315	S3-591923369	S3
S1-177177315	S2-567580738	S2
S1-303487792	S2-556945930	S2
S1-303487792	S2-74731537	S2
S1-303487792	S2-749729603	S2
S1-303487792	S3-132783183	S3
S1-303487792	S3-321004181	S3
S1-303487792	S2-775763826	S2
S1-375360311	S2-334541227	S2
S1-375360311	S2-89793122	S2
S1-375360311	S3-559798282	S3
S1-375360311	S3-47519364	S3
S1-375360311	S2-158990521	S2
S1-706039440	S3-345386702	S3
S1-235070570	S2-620001074	S2
S1-235070570	S2-120533496	S2
S1-235070570	S2-55171929	S2
S1-235070570	S3-166662074	S3
S1-235070570	S3-201492088	S3
S1-33110448	S3-670374264	S3
S1-33110448	S2-942723966	S2
S1-33110448	S3-14707277	S3
S1-33110448	S3-751294679	S3
S1-176822459	S3-458824593	S3
S1-176822459	S3-530812861	S3
S1-176822459	S2-4043182	S2
S1-176822459	S3-961087934	S3
S1-176822459	S2-385576088	S2
S1-176822459	S2-893923264	S2
S1-812176145	S2-627907648	S2
S1-812176145	S2-668962144	S2
S1-812176145	S2-855407985	S2
S1-812176145	S2-526672110	S2
S1-722437756	S2-723917312	S2
S1-722437756	S2-302943175	S2
S1-722437756	S2-78178154	S2
S1-722437756	S2-833570549	S2
S1-722437756	S2-302562700	S2
S1-302441430	S2-311319112	S2
S1-654449567	S3-832340743	S3
S1-654449567	S2-445445972	S2
S1-316507703	S3-915808596	S3
S1-316507703	S2-905897637	S2
S1-841580989	S3-388880243	S3
S1-841580989	S3-170786003	S3
S1-841580989	S2-345600817	S2
S1-841580989	S3-391108358	S3
S1-841580989	S2-709293462	S2
S1-393899874	S3-651928284	S3
S1-393899874	S3-969963136	S3
S1-393899874	S2-814781083	S2
S1-515901528	S3-491764478	S3
S1-515901528	S3-267522291	S3
S1-515901528	S2-456852126	S2
S1-658071802	S2-139899953	S2
S1-658071802	S2-507299390	S2
S1-658071802	S3-215966596	S3
S1-658071802	S2-159351767	S2
S1-658071802	S3-151905415	S3
S1-658071802	S3-49045330	S3
S1-23056032	S2-46475090	S2
S1-23056032	S2-924125774	S2
S1-23056032	S3-695933746	S3
S1-23056032	S3-124684006	S3
S1-23056032	S2-857019498	S2
S1-23056032	S3-422641890	S3
S1-23056032	S3-767060428	S3
S1-240834570	S3-146110651	S3
S1-240834570	S2-564133700	S2
S1-240834570	S2-488210210	S2
S1-240834570	S3-189042964	S3
S1-108874063	S3-822665668	S3
S1-108874063	S3-966135739	S3
S1-108874063	S2-345654753	S2
S1-108874063	S2-411979603	S2
S1-679273393	S3-913864764	S3
S1-679273393	S2-174753947	S2
S1-581057206	S2-887811350	S2
S1-581057206	S3-107547755	S3
S1-581057206	S3-9862552	S3
S1-581057206	S3-435493520	S3
S1-551562062	S3-29887321	S3
S1-551562062	S2-440713640	S2
S1-551562062	S2-611646363	S2
S1-855625429	S3-859129279	S3
S1-855625429	S2-6110679	S2
S1-855625429	S3-799253733	S3
S1-855625429	S3-528143935	S3
S1-855625429	S2-260483459	S2
S1-855625429	S2-804833899	S2
S1-855625429	S3-664341555	S3
S1-855625429	S2-673185507	S2
S1-855625429	S3-672568679	S3
S1-727774076	S3-557237270	S3
S1-727774076	S2-145266454	S2
S1-577851203	S2-506654296	S2
S1-577851203	S3-631256570	S3
S1-577851203	S2-761035191	S2
S1-565173617	S2-262332426	S2
S1-565173617	S2-215129475	S2
S1-565173617	S3-332369790	S3
S1-565173617	S3-97837686	S3
S1-21164424	S2-580671099	S2
S1-21164424	S2-260357546	S2
S1-21164424	S3-247752040	S3
S1-21164424	S2-13606653	S2
S1-357528732	S3-231036533	S3
S1-357528732	S2-694766228	S2
S1-388001906	S2-445028406	S2
S1-388001906	S3-688940232	S3
S1-388001906	S3-15430678	S3
S1-788760360	S3-607108034	S3
S1-788760360	S3-963417818	S3
S1-788760360	S2-944238551	S2
S1-848642764	S3-127633106	S3
S1-848642764	S3-4527989	S3
S1-548790292	S3-437325633	S3
S1-548790292	S3-918126506	S3
S1-548790292	S3-956557093	S3
S1-236648665	S3-843948895	S3
S1-236648665	S3-184458504	S3
S1-236648665	S3-633238425	S3
S1-236648665	S3-211012600	S3
S1-88307124	S2-357582639	S2
S1-88307124	S2-933345792	S2
S1-88307124	S3-979326327	S3
S1-88307124	S2-610048427	S2
S1-789693371	S2-817919694	S2
S1-789693371	S2-559562880	S2
S1-789693371	S3-411983852	S3
S1-382106800	S2-722573246	S2
S1-382106800	S3-888487050	S3
S1-793484224	S3-905616473	S3
S1-793484224	S3-125300923	S3
S1-519383481	S3-895637636	S3
S1-519383481	S2-830156155	S2
S1-519383481	S3-306208089	S3
S1-519383481	S3-819848057	S3
S1-643906011	S3-952593677	S3
S1-643906011	S2-735375390	S2
S1-511690650	S3-332475747	S3
S1-511690650	S2-38536439	S2
S1-246944288	S2-909526622	S2
S1-246944288	S2-898234549	S2
S1-246944288	S3-70248929	S3
S1-246944288	S3-241925918	S3
S1-14181542	S3-777577489	S3
S1-14181542	S2-909656388	S2
S1-14181542	S3-361173159	S3
S1-7205383	S2-745316458	S2
S1-7205383	S3-951794151	S3
S1-7205383	S3-480076306	S3
S1-654914146	S2-904699646	S2
S1-654914146	S2-670489612	S2
S1-880597982	S2-61921418	S2
S1-880597982	S3-908504328	S3
S1-880597982	S2-198148317	S2
S1-880597982	S3-125420906	S3
S1-880597982	S3-348598808	S3
S1-880597982	S2-301909329	S2
S1-437160768	S3-360068819	S3
S1-437160768	S3-816565550	S3
S1-437160768	S2-662134149	S2
S1-437160768	S3-773495850	S3
